match_id,source_id,canonical_item_id,deck,hebrew,italian,match_type,match_confidence,context_excerpt,review_status
streetwise_match_c1da949a69943918,streetwise_episode_0893516b95bb6967,cclex_49dd33f33b6fe425,Blue,פינוק,indulgenza (f.); gratificazione (f.),exact_lexical_entry,high,Pinuk - Indulgence - פינוק,draft_unverified
streetwise_match_b6e08f0a439b443b,streetwise_episode_0893516b95bb6967,cclex_59413b1608acc4b8,Turquoise,פינוק,coccola / vizio / indulgenza,exact_lexical_entry,high,Pinuk - Indulgence - פינוק,draft_unverified
streetwise_unmatched_1440257a01acb034,streetwise_episode_a82c901202568a91,,,,,unmatched_hebrew_page,low,Achil - Edible - אכיל,source_only
streetwise_match_2eee4a3f318eedc4,streetwise_episode_1bf2306004ff82b1,cclex_6453c662de384cfb,Red,מה קרה,cosa è successo?,normalized_hebrew_phrase,medium,מסכן חואניטו מסכן ג רי שמעת מה קרה לו אוי מסכן מסכנה מסכנים מסכנות אוי מסכנון מסכנונת שלי אוי מסכנונת שלי להביא לך מרק מסכנצ...,draft_unverified
streetwise_unmatched_8a1c52e852d40bc3,streetwise_episode_a9e42711aed22f73,,,,,unmatched_hebrew_page,low,Nim'as li - I am fed up with something - נמאס לי,source_only
streetwise_match_a2061fb720aabd8d,streetwise_episode_aead2b9dfb53805a,cclex_7f1e4a7a1782a9df,Orange,לחץ,pressione,exact_lexical_entry,high,"Lahats - Pressure, stress - לחץ",draft_unverified
streetwise_match_0773a521df15ac28,streetwise_episode_617a4f57bc9edfb0,cclex_ad89616d564f671a,Lime,לחזור,ripetere / tornare (infinito),exact_lexical_entry,high,"Lahzor - To go back, to return - לחזור",draft_unverified
streetwise_match_5a331b240b9d224e,streetwise_episode_617a4f57bc9edfb0,cclex_3784a5a909291be2,Dark Green,לחזור,tornare,exact_lexical_entry,high,"Lahzor - To go back, to return - לחזור",draft_unverified
streetwise_unmatched_8c8a04e19d4bd27c,streetwise_episode_90b016c72e488e63,,,,,unmatched_hebrew_page,low,Tahanat delek - Gas station - תחנת דלק,source_only
streetwise_unmatched_ef78082e8b2d0337,streetwise_episode_d5ae53da5c6c3493,,,,,unmatched_hebrew_page,low,(חמש). Pssstttt... have a listen to how you too can keep away the evil eye!,source_only
streetwise_match_16eae98af86e18b6,streetwise_episode_bd37e5da78abf6b9,cclex_1e26293a32969d38,Orange,לטוס,volare,exact_lexical_entry,high,Latoos - To fly (planes) - לטוס,draft_unverified
streetwise_match_41d24256f9382e03,streetwise_episode_bd37e5da78abf6b9,cclex_ab8d435d1056a4f4,Purple,לעוף על,essere pazzo di; impazzare per,normalized_hebrew_phrase,medium,...ף לטוס עוף מפה תעוף מפה עוף עופי עופו מפה יאללה עפתי מפה עוף לי מהעיניים הוא עף מקורס טיס לעוף על משהו אני עף על השניצל הזה עף על עצמו הוא מה זה עף על עצמו היא מה זה עפה על עצמה הספר ,draft_unverified
streetwise_unmatched_c6eea1edf46ea5ab,streetwise_episode_03c5befcba2166f3,,,,,unmatched_hebrew_page,low,"Eich (איך), Hebrew for ""how"", is a tiny word used very often in spoken Hebrew and in many different contexts. On this episode, Guy explains these uses through several examples from",source_only
streetwise_match_8b1e4cd82937e663,streetwise_episode_8481636dc9112008,cclex_f7ea09e6cc2f8e30,Red,עסוק,impegnato (m. sing.),exact_lexical_entry,high,You're busy. I'm busy. We're all extremely busy these days. The Hebrew word for busy is עסוק. What would you say to your friend if you might not be able to make it to their party?,draft_unverified
streetwise_match_c9aa906d92969501,streetwise_episode_8481636dc9112008,cclex_3d7826f2c2c4990f,Orange,בלחץ,sotto pressione,exact_lexical_entry,high,Be-lahats - Stressed - בלחץ,draft_unverified
streetwise_unmatched_65030c63f3748f88,streetwise_episode_9929b374773eceaf,,,,,unmatched_hebrew_page,low,"Why do Israelis say, ""hu taka li berez"" (הוא תקע לי ברז), which roughly translates to, ""he jammed a faucet on me""? And how do we say in Hebrew, ""I'm stuck in the middle seat again""",source_only
streetwise_match_d2be67cba861dfaf,streetwise_episode_5714a326be9dcfb5,cclex_d4f354d9193b2f3f,Green,לשמוח,essere felice,exact_lexical_entry,high,Lismoach - To be happy - לשמוח,draft_unverified
streetwise_match_d28cc4813767fb7a,streetwise_episode_5714a326be9dcfb5,cclex_e1e20acaedfdc660,Dark Green,לשמוח,essere felice,exact_lexical_entry,high,Lismoach - To be happy - לשמוח,draft_unverified
streetwise_unmatched_a9bc550138932ba5,streetwise_episode_203e017790b15061,,,,,unmatched_hebrew_page,low,"(נגן אם-פי-3). What's that? Well, without this capability you wouldn't be able to listen to this podcast on the move! Today's episode is all about the root נ.ג.נ, out of which Hebr",source_only
streetwise_match_9f8374576d226e40,streetwise_episode_debf7af2860379d9,cclex_a8d0351757ede7b2,Light Blue,להקשיב,ascoltare / fare attenzione (infinito),exact_lexical_entry,high,Lehakshiv - To listen - להקשיב,draft_unverified
streetwise_match_39e8a181bc015ee6,streetwise_episode_debf7af2860379d9,cclex_e150516248c02dbf,Lime,להקשיב,ascoltare / fare attenzione (infinito),exact_lexical_entry,high,Lehakshiv - To listen - להקשיב,draft_unverified
streetwise_match_7bdaa425c070894f,streetwise_episode_debf7af2860379d9,cclex_b9933a9a314c6e73,Green,חביתה,omelette / frittata,exact_lexical_entry,high,Havita - Omlette - חביתה,draft_unverified
streetwise_match_65e2c0bc3037d9cb,streetwise_episode_debf7af2860379d9,cclex_3d79c464c65300ae,Dark Green,ארוחת בוקר,colazione,normalized_hebrew_phrase,medium,חביתה ארוחת בוקר ישראלית פרסומות אפשר להחליש טיפה אתה יכול להחליש ב בקשה זה מה זה חזק אפשר להחליש להגביר ת...,draft_unverified
streetwise_unmatched_33a8e5ce46916153,streetwise_episode_544a31abf97adc9c,,,,,unmatched_hebrew_page,low,"The Hebrew word for partner or flatmate is שותף, and its root ש.ת.פ is especially relevant when trying to get your social media posts to go viral. On this episode, Guy shares his l",source_only
streetwise_match_a2e802deaf89efc6,streetwise_episode_d7accd8bf8545bdd,cclex_0496e9dc6f47b7d5,Orange,מאה אחוז,cento per cento,normalized_hebrew_phrase,medium,...הרכבה כל חיי מורכבים מאלפי נצחונות מורכב זה מורכב סיפור מורכב בנאדם מורכב שניצלים רכיבים מאה אחוז רכיבים טבעיים רכיבים אלקטרוניים,draft_unverified
streetwise_match_2b42c00a749efe46,streetwise_episode_d7accd8bf8545bdd,cclex_23819ce494e315f4,Dark Green,להרכיב,montare / assemblare,exact_lexical_entry,high,"Leharkiv - Assemble, install, put up - להרכיב",draft_unverified
streetwise_match_3b5445b2bfabc876,streetwise_episode_d7accd8bf8545bdd,cclex_fa82d5f878c2f06d,Dark Green,מורכב,complesso,exact_lexical_entry,high,"Murkav - Complicated, consists of, installed, complex - מורכב",draft_unverified
streetwise_match_99890e8ff6c95a49,streetwise_episode_b75c740bbe97cd32,cclex_c4b39705fe90411c,Orange,מסובך,complicato,exact_lexical_entry,high,Mesubach - Complicated - מסובך,draft_unverified
streetwise_match_5c45971d33ffa58a,streetwise_episode_b75c740bbe97cd32,cclex_598d61847bb13fee,Turquoise,מסובך,complicato,exact_lexical_entry,high,Mesubach - Complicated - מסובך,draft_unverified
streetwise_match_784e8098f32e20e3,streetwise_episode_e33c860c9fb7d5fa,cclex_2f1fa2ab4faddaa5,Lime,אני רוצה,io (m.) - presente di volere,normalized_hebrew_phrase,medium,לשפר משהו אני רוצה לשפר את העברית שלי נהגים מתקינים שיפורים צעירים שמשפרים את ביצוע המכוניות והעיקר שהרכב של...,draft_unverified
streetwise_match_a3e059a3dfd0ce42,streetwise_episode_3a023e5aab85ba6b,cclex_b96b9d987dcf5b8a,Purple,בריונות,bullismo (m.); molestia (f.),exact_lexical_entry,high,Biryonut - Bullying - בריונות,draft_unverified
streetwise_unmatched_edee33391ac450c4,streetwise_episode_a15d9d13c6ea18b7,,,,,unmatched_hebrew_page,low,"Perek, prakim - Episode, chapter - פרק",source_only
streetwise_match_3eee0dfd52d15bf7,streetwise_episode_18e501d7a6ac0f67,cclex_4b1383d6d732b97d,Yellow,שקט,silenzioso / tranquillo,exact_lexical_entry,high,Sheket – Silence – שקט,draft_unverified
streetwise_match_82e76ce4b32569fc,streetwise_episode_18e501d7a6ac0f67,cclex_992ed61c6141c8c5,Lime,לשתוק,tacere (infinito),exact_lexical_entry,high,Lishtok – To be quiet – לשתוק,draft_unverified
streetwise_match_ca9f75fa0c2b2135,streetwise_episode_18e501d7a6ac0f67,cclex_a62c7c92b514ed5c,Indigo,לשתוק,tacere / stare zitto,exact_lexical_entry,high,Lishtok – To be quiet – לשתוק,draft_unverified
streetwise_match_38eb8f14b99039c0,streetwise_episode_2b78fe2351fd2714,cclex_a0574416f7112f8b,Blue,חטיף,spuntino (m.); merenda (f.),exact_lexical_entry,high,Hatif – Snack – חטיף,draft_unverified
streetwise_match_100ea57b9c8c12d7,streetwise_episode_7b897ca7d85933e1,cclex_4e1b10f3b73c9351,Red,חברה,amica (f. sing.),exact_lexical_entry,high,"Hevra - Company, society - חֶברה",draft_unverified
streetwise_match_c7dbbee878e3769d,streetwise_episode_7b897ca7d85933e1,cclex_ab491df48994e40c,Lime,אני רואה,io (m.) - presente di vedere,normalized_hebrew_phrase,medium,...רת חוברת תרגילי חיבור לחבר שתיים ועוד שתיים שווה ארבע חיבור חיבור לחשמל לבדוק את החיבורים אני רואה שאת מחוברת את יכולה לחבר אותי למישהו ב איקס ממש תודה על החיבור חיבור לאינטרנט להתחבר,draft_unverified
streetwise_match_2fc34f9f3c98eada,streetwise_episode_7b897ca7d85933e1,cclex_2ac18a048cba353c,Lime,חברה,società / azienda,exact_lexical_entry,high,"Hevra - Company, society - חֶברה",draft_unverified
streetwise_match_2a5197b5c2c80df1,streetwise_episode_7b897ca7d85933e1,cclex_6f653eb2fd9c42fa,Dark Green,לחבר,collegare / attaccare alla presa,exact_lexical_entry,high,"Lehaber - To add, connect, join - לחבר",draft_unverified
streetwise_match_a50cb9947251700b,streetwise_episode_7b897ca7d85933e1,cclex_a852e58322d8bc37,Indigo,חברה,società / azienda,exact_lexical_entry,high,"Hevra - Company, society - חֶברה",draft_unverified
streetwise_match_a3e092588b452bff,streetwise_episode_35b71f22b4e6fc78,cclex_607cb32ff73c08c1,Red,למה לא,perché no,normalized_hebrew_phrase,medium,...ם צריך למסור את הבקשה היא מוסרת גורה למסור גור לאימוץ למסור כדור כדורגל תמסור תמסרי תמסרו למה לא מסרת מסרת מסרתם מסירה איזה מסירה למסור ד ש אפשר לקבל את שרה היא לא נמצאת למסור לה משהו,draft_unverified
streetwise_match_380b26bb77f79454,streetwise_episode_35b71f22b4e6fc78,cclex_2d98244e75b7eae7,Purple,מסר,messaggio (m.); morale (m.),exact_lexical_entry,high,Meser - Main idea - מֶסֶר,draft_unverified
streetwise_match_88e3c42c2a2e5ff8,streetwise_episode_9076be5f1df43b48,cclex_68faad8a94bbb8cf,Yellow,להדליק,accendere,exact_lexical_entry,high,Lehadlik - To switch on - להדליק,draft_unverified
streetwise_match_11239d5ff2ce3f18,streetwise_episode_9076be5f1df43b48,cclex_087e5c3ff905418c,Lime,להדליק,accendere,exact_lexical_entry,high,Lehadlik - To switch on - להדליק,draft_unverified
streetwise_match_d30484df9b72a35c,streetwise_episode_c299b8a8309956dc,cclex_e488392da1809d8f,Lime,את חושבת,tu (f.) - presente di pensare,normalized_hebrew_phrase,medium,...ופסה בלי לחשוב פעמיים אפשר לחשוב אפשר לחשוב מה כבר עשיתי על מה את ה חושב ת מה אתה חושב מה את חושבת על מה חשבת על מי את חושבת חשבתי להציע לך להישאר חשבתי ללכת למסיבה בסוף לא יצא מה חשב,draft_unverified
streetwise_match_5437551635924882,streetwise_episode_c299b8a8309956dc,cclex_8eba842cb13b852f,Lime,אתה חושב,tu (m.) - presente di pensare,normalized_hebrew_phrase,medium,...חשוב מחוץ לקופסה בלי לחשוב פעמיים אפשר לחשוב אפשר לחשוב מה כבר עשיתי על מה את ה חושב ת מה אתה חושב מה את חושבת על מה חשבת על מי את חושבת חשבתי להציע לך להישאר חשבתי ללכת למסיבה בסוף ל,draft_unverified
streetwise_match_06044af78f162b29,streetwise_episode_c299b8a8309956dc,cclex_14de6ecef83f9bf0,Lime,לחשוב,pensare (infinito),exact_lexical_entry,high,Lahshov – To think – לחשוב,draft_unverified
streetwise_unmatched_33e18b433d4766e8,streetwise_episode_641ae4cc9190790b,,,,,unmatched_hebrew_page,low,Ichpat - care - אכפת,source_only
streetwise_match_53a813e90b004524,streetwise_episode_7347df12d12eeaaf,cclex_2db49ee267df5bf2,Indigo,לנהוג,guidare,exact_lexical_entry,high,Linhog - To drive - לנהוג,draft_unverified
streetwise_match_b410fdfd561b6db4,streetwise_episode_ae8778d4577e3f6b,cclex_b3e25ced92a7f175,Yellow,מה לעשות,che fare?,normalized_hebrew_phrase,medium,...שובר גלים שובר את השוק נשבר לי מ נשבר לי ממנו נשבר לי הזין ממנו די נשבר הזין נשבר לי הלב מה לעשות אם נשבר לי הלב נשבר לי ממתמטיקה נשבר השרב להישבר לא להישבר שביר שברירי לא שבר משבר שב,draft_unverified
streetwise_match_2067bbecfd223f34,streetwise_episode_ae8778d4577e3f6b,cclex_642f868091e681c7,Green,לשבור,rompere,exact_lexical_entry,high,Lishbor - To break - לשבור,draft_unverified
streetwise_match_161f104e9655e429,streetwise_episode_ae8778d4577e3f6b,cclex_303446e08acaf58a,Dark Green,לשבור,rompere,exact_lexical_entry,high,Lishbor - To break - לשבור,draft_unverified
streetwise_match_8dca9931fa6a0419,streetwise_episode_bea4a80304bf2731,cclex_db7e141412068fa1,Orange,בגלל זה,ecco perché / per questo,normalized_hebrew_phrase,medium,...כל אוכלים ת לב לאכול את הלב חייך אכלת אותה לאכול מישהו חי אוכל סרטים אכלתי סרטים כל הלילה בגלל זה זה כמו להאכיל דגים באקווריום הוא האכיל את הילד הוא האכיל אותי סרטים אכיל זה לא אכיל ל,draft_unverified
streetwise_match_e2725a43bf81f42e,streetwise_episode_bea4a80304bf2731,cclex_83fd41dc8d9f0b0d,Orange,אוכל,cibo,exact_lexical_entry,high,New words and expressions: Ochel - Food - אוכל,draft_unverified
streetwise_match_ef3ed322c86d6336,streetwise_episode_ae16574cf58b737f,cclex_8c5b43e0c5976483,Red,עוד לא,non ancora,normalized_hebrew_phrase,medium,...לא איתי אין טעם כמעט אין טעם שאבכה אין טעם לבכות אין טעם תתקשר אליהם עכשיו לא אין טעם הם עוד לא פתחו עכשיו בטעמים תפוז בטעמים חדשים בטעם ממש בטעם חוסר טעם איזה חוסר טעם טעם מטעם פרס מ,draft_unverified
streetwise_match_cb84e60342011d24,streetwise_episode_ae16574cf58b737f,cclex_3f7cafb7fe565415,Orange,הוא עשה,lui - passato di fare / lui - passato di fare,normalized_hebrew_phrase,medium,...ר טעם איזה חוסר טעם טעם מטעם פרס מטעם אמ י אמנות מטעם זה פוסט מטעם א חוש הטעם מטעם מטעמים הוא עשה מזה מטעמים הם עשו מזה מטעמים לטעום אפשר לטעום תטעם תטעמי תטעמו טעם,draft_unverified
streetwise_match_93016a73bf34959a,streetwise_episode_a0cf12ded05bfb3e,cclex_e0ca7fcad4157b50,Red,שנה,anno,exact_lexical_entry,high,Shana - Year - שנה,draft_unverified
streetwise_match_21b5ec8399609ea4,streetwise_episode_a0cf12ded05bfb3e,cclex_90636b264dc522ff,Orange,פעמיים,due volte,exact_lexical_entry,high,Pa'amayim - Twice - פעמיים,draft_unverified
streetwise_match_f40b3b0273b193c9,streetwise_episode_a0cf12ded05bfb3e,cclex_689a39efcaec6544,Orange,חודש,mese,exact_lexical_entry,high,Hodesh - A month - חודש,draft_unverified
streetwise_match_84839da11bdd3dfe,streetwise_episode_a0cf12ded05bfb3e,cclex_f438ab2221b5428e,Orange,שנה,anno,exact_lexical_entry,high,Shana - Year - שנה,draft_unverified
streetwise_unmatched_c4ee5cef9577b008,streetwise_episode_588801fc9bb6fa82,,,,,unmatched_hebrew_page,low,"Halom, halomot - Dream - חלום Halomot be-aspamya - Unrealistic dreams - חלומות באספמיה He-hayit o halamti halom - Did you (f.) exist or was I just dreaming? - ההיית או חלמתי חלום? ",source_only
streetwise_match_96bb3694652cd9e6,streetwise_episode_b29dd916f6b4285a,cclex_70fa63c3d33f0cf2,Lime,אנחנו הולכות,noi (f.) - presente di andare,normalized_hebrew_phrase,medium,מרימים את הידיים גבוה לשמיים להרים תרימו יא חתי אם אנחנו הולכות עכשיו במצעד ויש איזה מישהי ככה יאבשה תגידי לה יאח תי תרימי להרים את מצב הרוח אוחץ תרימי ת...,draft_unverified
streetwise_unmatched_d3a96ce183b0d4dc,streetwise_episode_641ba255f59150f8,,,,,unmatched_hebrew_page,low,"The root חל""ק has so many meanings. It has to do with separation, borders and partitions, so you can imagine how popular it is here in the Middle East. But it has more meanings, fo",source_only
streetwise_unmatched_6b1129346ba273c6,streetwise_episode_fa215fa7ff0a5f19,,,,,unmatched_hebrew_page,low,Hatichat hatsuf - You cheeky bastard - חתיכת חצוף Limhok - to erase - למחוק Titbayesh lecha - Shame on you - תתבייש לך Ata pashut hatsuf - You're just cheeky - אתה פשוט חצוף Na'ara,source_only
streetwise_unmatched_85079164f829cbb9,streetwise_episode_61bfdc70052055fa,,,,,unmatched_hebrew_page,low,"Em - Umm - אֶם Achshav ani margish - Now I feel - עכשיו אני מרגיש Ke'ilu lo yode'a klum - As if I know nothing - כאילו לא יודע כלום Ke'ilu (kilu) - As if - כאילו, כילו Zot omeret (",source_only
streetwise_unmatched_f764e061d3d604bb,streetwise_episode_2bc66063b09a72dc,,,,,unmatched_hebrew_page,low,"New words and expressions: Eh - Um - אֶה Ve… - And - ו… Ve-tagidi - And tell me (f.)… - ותגידי Ve-tagid li - And tell me (m.) - ותגיד Yoter eh kashim - More, um, difficult - יותר, ",source_only
streetwise_unmatched_3379fbd9530cd030,streetwise_episode_d34609d3cb83f71a,,,,,unmatched_hebrew_page,low,Mesha'amem - Boring - משעמם Mesha'mem li - I am bored - משעמם לי Mesha'amem la'allah / me-sha'amem ticho / ma-ze mesha'amem - It's so boring - משעמם לאללה / משעמם טיכו / מה-זה משעמ,source_only
streetwise_match_d1ba37190546bfad,streetwise_episode_a9cbaeeddaff25a4,cclex_126a4885f0fce5d1,Red,נראה לי,secondo me / mi sembra,normalized_hebrew_phrase,medium,...שם איזה מאתיים איש אולי איזה מאתיים ככה היא באמצע כמה קופסאות אתה רוצה תביא ככה תביא ככה נראה לי חמישים שישים נראה לי נראה לי חמישים שישים אני לא יודע אני יודע אני לא יודעת אני יודעת ,draft_unverified
streetwise_match_51389f885a8625c8,streetwise_episode_a9cbaeeddaff25a4,cclex_43a033ee79495119,Lime,אני חושב,io (m.) - presente di pensare,normalized_hebrew_phrase,medium,...לי חמישים שישים נראה לי נראה לי חמישים שישים אני לא יודע אני יודע אני לא יודעת אני יודעת אני חושב חושבת,draft_unverified
streetwise_match_2dab6d340e42e1cf,streetwise_episode_a9cbaeeddaff25a4,cclex_d2a5bc227d20810f,Lime,אתה רוצה,tu (m.) - presente di volere,normalized_hebrew_phrase,medium,...ע כזה תביא איזה שני ק ג היו שם איזה מאתיים איש אולי איזה מאתיים ככה היא באמצע כמה קופסאות אתה רוצה תביא ככה תביא ככה נראה לי חמישים שישים נראה לי נראה לי חמישים שישים אני לא יודע אני ,draft_unverified
streetwise_match_0755e289c294ef82,streetwise_episode_a9cbaeeddaff25a4,cclex_06077d96c83ef921,Lime,אני יודע,io (m.) - presente di sapere / conoscere,normalized_hebrew_phrase,medium,...אתה רוצה תביא ככה תביא ככה נראה לי חמישים שישים נראה לי נראה לי חמישים שישים אני לא יודע אני יודע אני לא יודעת אני יודעת אני חושב חושבת,draft_unverified
streetwise_match_7c108b39becdf37f,streetwise_episode_2f4afd8abd300643,cclex_8d5468b7004100b0,Dark Green,בעל הבית,proprietario; padrone di casa,normalized_hebrew_phrase,medium,...לסביות הומואים טרנס בי זה אישי זה בעלי זה בן הזוג שלי זה הבנזוג שלי ומה אם בעלה יודע בעל בעל הבית בעלי לבעול בעילה בעלו אישתה אפשר לדבר עם הבעלבית בעל הבית השתגע בעל חיים בעלי חיים בע,draft_unverified
streetwise_unmatched_b349102ba57faaab,streetwise_episode_e103a4286a65c4f7,,,,,unmatched_hebrew_page,low,"Shavé, shava, shavim, shavot – Equal – שוֶוה, שוָוה, שווים, שוות",source_only
streetwise_unmatched_a3be78bd905583af,streetwise_episode_1b2898b5301999b8,,,,,unmatched_hebrew_page,low,Tehene me-ha-hayim shelcha – Enjoy your life – תהנה מהחיים שלך,source_only
streetwise_match_522cf6425ecd04ac,streetwise_episode_274dbc8a4516afc2,cclex_c3d9d2b7f187301c,Orange,מאוחר,tardi / in ritardo,exact_lexical_entry,high,Me'uchar! – It's late! – מאוחר!,draft_unverified
streetwise_match_d1b5317d39ef5b2f,streetwise_episode_274dbc8a4516afc2,cclex_ad399c422edd4ee2,Pink,מאוחר,tardi / in ritardo,exact_lexical_entry,high,Me'uchar! – It's late! – מאוחר!,draft_unverified
streetwise_match_6de4875eb816c54a,streetwise_episode_77c2d5decfab490b,cclex_8bc704dc6b94bc7b,Red,גם אני,anche io,normalized_hebrew_phrase,medium,...בארבע בבוקר אתה אשכרה תבוא מחר הוא אשכרה אמר לך את זה הוא אשכרה אמר לך את זה אשכרה אשכרה גם אני,draft_unverified
streetwise_match_e5d103c069635cd7,streetwise_episode_77c2d5decfab490b,cclex_53158dde4dae41a5,Blue,אשכרה,sul serio?!; davvero?!,exact_lexical_entry,high,Doesn't this guy look like Michael Jackson? Ashkara. – Totally. – אשכרה,draft_unverified
streetwise_match_965271bc09bb4c56,streetwise_episode_0ccdea6b42630a74,cclex_8bc704dc6b94bc7b,Red,גם אני,anche io,normalized_hebrew_phrase,medium,...בארבע בבוקר אתה אשכרה תבוא מחר הוא אשכרה אמר לך את זה הוא אשכרה אמר לך את זה אשכרה אשכרה גם אני,draft_unverified
streetwise_match_2db4b20e8e2e6594,streetwise_episode_0ccdea6b42630a74,cclex_53158dde4dae41a5,Blue,אשכרה,sul serio?!; davvero?!,exact_lexical_entry,high,Doesn't this guy look like Michael Jackson? Ashkara. – Totally. – אשכרה,draft_unverified
streetwise_match_f3dde082ad1a15cb,streetwise_episode_28d4ee6b67e0056c,cclex_3a25c80dc5c2cde9,Orange,לנסוע,viaggiare,exact_lexical_entry,high,Linso'a – To travel by a vehicle – לנסוע,draft_unverified
streetwise_match_67b36c6c508a707f,streetwise_episode_28d4ee6b67e0056c,cclex_7abd9b2513224eb5,Light Blue,בואו נדבר,parliamo,normalized_hebrew_phrase,medium,עכשיו החגים אז כולם בנסיעות או שממש חזרו מנסיעה או שהם לקראת נסיעה בואו נדבר על השורש הזה נ ס ע נלמד כמה ביטויים חדשים ונשמע כמה הודעות ממטוסים ורכבות בעברית שנינו נו...,draft_unverified
streetwise_match_824db920875e2c1b,streetwise_episode_28d4ee6b67e0056c,cclex_2f1fa2ab4faddaa5,Lime,אני רוצה,io (m.) - presente di volere,normalized_hebrew_phrase,medium,...נוסעים במכונית הישנה סע סעי סע יש ך ירוק סעי יש לך ירוק סע סע סע זהו סע לי מהעיניים לנסוע אני רוצה ללכת לתערוכה הזו נסיעה יש אנשים שתמיד בנסיעות,draft_unverified
streetwise_match_930a978cd6124996,streetwise_episode_28d4ee6b67e0056c,cclex_f2fcc08c43e79c18,Dark Green,לנסוע,viaggiare,exact_lexical_entry,high,Linso'a – To travel by a vehicle – לנסוע,draft_unverified
streetwise_match_73bb64f16237ff07,streetwise_episode_4167306ea5d08cc4,cclex_3a25c80dc5c2cde9,Orange,לנסוע,viaggiare,exact_lexical_entry,high,Linso'a – To travel by a vehicle – לנסוע,draft_unverified
streetwise_match_628d1cec1c3ed8ce,streetwise_episode_4167306ea5d08cc4,cclex_2f1fa2ab4faddaa5,Lime,אני רוצה,io (m.) - presente di volere,normalized_hebrew_phrase,medium,...נוסעים במכונית הישנה סע סעי סע יש ך ירוק סעי יש לך ירוק סע סע סע זהו סע לי מהעיניים לנסוע אני רוצה ללכת לתערוכה הזו נסיעה יש אנשים שתמיד בנסיעות,draft_unverified
streetwise_match_01ee8f7461b3324f,streetwise_episode_4167306ea5d08cc4,cclex_f2fcc08c43e79c18,Dark Green,לנסוע,viaggiare,exact_lexical_entry,high,Linso'a – To travel by a vehicle – לנסוע,draft_unverified
streetwise_match_a2823ab7c613a79d,streetwise_episode_fc453c0ab77290b2,cclex_352d2f69f9f102ca,Dark Green,מחוק,cancellato,exact_lexical_entry,high,Ani harei mahuk – I am dead tired/drunk/crazy – מחוק,draft_unverified
streetwise_match_00c2b62c0c838233,streetwise_episode_fc453c0ab77290b2,cclex_078ed2708e7a5439,Purple,"מוזר, משונה",strano; insolito; bizzarro,exact_lexical_entry,high,"Muzar, meshune – Strange, weird – מוזר, משונה",draft_unverified
streetwise_match_4bd60adf565e1eb9,streetwise_episode_77f914bff7f7b069,cclex_352d2f69f9f102ca,Dark Green,מחוק,cancellato,exact_lexical_entry,high,Ani harei mahuk – I am dead tired/drunk/crazy – מחוק,draft_unverified
streetwise_match_e343333e3dda5f25,streetwise_episode_77f914bff7f7b069,cclex_078ed2708e7a5439,Purple,"מוזר, משונה",strano; insolito; bizzarro,exact_lexical_entry,high,"Muzar, meshune – Strange, weird – מוזר, משונה",draft_unverified
streetwise_match_5f89cc973d51b258,streetwise_episode_cd2fec55be10aa29,cclex_18a17694c7707ec8,Red,לבוא,venire,exact_lexical_entry,high,Lavo – To come – לבוא,draft_unverified
streetwise_match_d54d5b53d0ceb235,streetwise_episode_cd2fec55be10aa29,cclex_afb0482f3995553c,Red,בואי,venire femm. sing.,exact_lexical_entry,high,Bo'i! (abbreviation of the former) – Let's not get carried away – !בואי,draft_unverified
streetwise_match_d5941c04f75d3a1b,streetwise_episode_cd2fec55be10aa29,cclex_8d0ea44f0fb3dbda,Red,מה קורה,cosa succede? / come va?,normalized_hebrew_phrase,medium,הפועל לבוא הוא פועל חשוב בעברית כולנו הולכים ובאים לאנשהו כל הזמן מה קורה כשמוסיפים לו פועל כמו בוא נגיד ומה קורה כשמישהו פשוט אומר לכם בואי בונוס איך אפשר לענות ל...,draft_unverified
streetwise_match_92c23e7aa904713e,streetwise_episode_cd2fec55be10aa29,cclex_8ef41ba2821f58ce,Orange,לבוא,venire,exact_lexical_entry,high,Lavo – To come – לבוא,draft_unverified
streetwise_match_25e17c1f922e4c36,streetwise_episode_cd2fec55be10aa29,cclex_2be3b4452b52bb4a,Light Blue,בוא בואי בואו,venire o / oppure let s imperativo,exact_lexical_entry,high,"Bo, bo'i, bo'u – Come (imperative, m., f., pl.) – בוא, בואי, בואו",draft_unverified
streetwise_match_f7c0ac15f4a87377,streetwise_episode_cd2fec55be10aa29,cclex_ab491df48994e40c,Lime,אני רואה,io (m.) - presente di vedere,normalized_hebrew_phrase,medium,...לבוא אלייך לבוא מתי לבוא איך לבוא איך לבוא אפשר בג ינס לבוא אני בא הביתה אני בא למלון ומה אני רואה הו הא מי זה בא ראש הממשלה הבא הו הא מי זה בא אונייה עם ארובה,draft_unverified
streetwise_match_c92f841ec76ff11b,streetwise_episode_cd2fec55be10aa29,cclex_bfac51b8fa79d176,Lime,לבוא,venire (infinito),exact_lexical_entry,high,Lavo – To come – לבוא,draft_unverified
streetwise_match_9ac5ac777d1d9442,streetwise_episode_cd2fec55be10aa29,cclex_771c71be148ded06,Dark Green,לבוא,venire,exact_lexical_entry,high,Lavo – To come – לבוא,draft_unverified
streetwise_match_06595e3ed8ae6db1,streetwise_episode_5ed8a26e81fa4df0,cclex_18a17694c7707ec8,Red,לבוא,venire,exact_lexical_entry,high,Lavo – To come – לבוא,draft_unverified
